"['uploads/1.jpg.csv', 2.0]"
"['uploads/test1.jpg.csv', 1.5]"
"['uploads/1.jpg.csv', 2.0]"
"['uploads/test1.jpg.csv', 1.5]"
"['uploads/1.jpg.csv', 2.0]"
"['uploads/test1.jpg.csv', 1.5]"
"['uploads/1.jpg.csv', 2.0]"
"['uploads/1.jpg.csv', 2.0]"
